TP;TN;FN;FP;
7120;58;830;39694;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100.pt
0;7178;0;40524;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_0.pt
6442;736;12649;27875;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_1.pt
7056;122;1464;39060;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_10.pt
7068;110;1405;39119;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_11.pt
7057;121;1381;39143;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_12.pt
7085;93;1240;39284;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_13.pt
7079;99;1121;39403;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_14.pt
7101;77;1354;39170;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_15.pt
7083;95;1257;39267;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_16.pt
7092;86;1074;39450;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_17.pt
7069;109;1054;39470;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_18.pt
7072;106;1001;39523;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_19.pt
6122;1056;6879;33645;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_2.pt
7070;108;907;39617;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_20.pt
7091;87;1016;39508;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_21.pt
7083;95;901;39623;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_22.pt
7088;90;804;39720;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_23.pt
7075;103;874;39650;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_24.pt
7095;83;790;39734;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_25.pt
7078;100;498;40026;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_26.pt
7124;54;866;39658;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_27.pt
7113;65;745;39779;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_28.pt
7101;77;676;39848;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_29.pt
6612;566;2880;37644;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_3.pt
6863;315;2233;38291;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_4.pt
7034;144;2025;38499;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_5.pt
7058;120;1984;38540;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_6.pt
7066;112;1897;38627;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_7.pt
7082;96;1793;38731;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_8.pt
7069;109;1557;38967;data\trainings_results\models\R3_evaluate_fux_rules_from_two_sides_rule_targets\R3_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_9.pt
