sep=,
time,epoch,train_loss,test_loss
2019-09-27 21:55:07,0,0.0132435,0.0132349
2019-09-27 21:57:25,1,0.000115332,5.98455e-05
2019-09-27 21:59:43,2,0.000111086,5.81852e-05
2019-09-27 22:02:01,3,0.000108857,5.75231e-05
2019-09-27 22:04:18,4,0.000107496,5.77093e-05
2019-09-27 22:06:36,5,0.000106479,5.76702e-05
2019-09-27 22:08:55,6,0.000105463,5.74399e-05
2019-09-27 22:11:13,7,0.000104468,5.72664e-05
2019-09-27 22:13:31,8,0.000103262,5.64279e-05
2019-09-27 22:15:49,9,0.000102621,5.65722e-05
2019-09-27 22:18:07,10,0.000101702,5.70175e-05
2019-09-27 22:20:24,11,0.000101028,5.674e-05
2019-09-27 22:22:42,12,0.000100881,5.61432e-05
2019-09-27 22:25:00,13,9.98007e-05,5.6035e-05
2019-09-27 22:27:18,14,0.000100018,5.55393e-05
2019-09-27 22:29:35,15,9.94735e-05,5.64189e-05
2019-09-27 22:31:54,16,9.92595e-05,5.55592e-05
2019-09-27 22:34:12,17,9.90759e-05,5.59986e-05
2019-09-27 22:36:31,18,9.86059e-05,5.51183e-05
2019-09-27 22:38:49,19,9.86053e-05,5.5176e-05
2019-09-27 22:41:07,20,9.82101e-05,5.53295e-05
2019-09-27 22:43:25,21,9.82478e-05,5.64457e-05
2019-09-27 22:45:43,22,9.8215e-05,5.55284e-05
2019-09-27 22:48:02,23,9.702e-05,5.5014e-05
2019-09-27 22:50:20,24,9.72441e-05,5.54082e-05
2019-09-27 22:52:38,25,9.6809e-05,5.43323e-05
2019-09-27 22:54:56,26,9.64904e-05,5.45535e-05
2019-09-27 22:57:14,27,9.63253e-05,5.47094e-05
2019-09-27 22:59:32,28,9.63837e-05,5.57961e-05
2019-09-27 23:01:50,29,9.61804e-05,5.45061e-05
