sep=,
time,epoch,test_loss,train_loss
2019-08-22 14:57:31,1100,0.157886,0.153138
2019-08-22 14:57:44,1110,0.154854,0.14307
2019-08-22 14:57:56,1120,0.128427,0.151804
2019-08-22 14:58:09,1130,0.158823,0.118714
2019-08-22 14:58:22,1140,0.154075,0.125801
2019-08-22 14:58:35,1150,0.134982,0.164424
2019-08-22 14:58:48,1160,0.123606,0.157208
2019-08-22 14:59:01,1170,0.13452,0.138936
2019-08-22 14:59:14,1180,0.121045,0.145288
2019-08-22 14:59:27,1190,0.154116,0.1447
2019-08-22 14:59:40,1200,0.161913,0.133822
2019-08-22 14:59:53,1210,0.126229,0.135413
2019-08-22 15:00:06,1220,0.129421,0.125552
2019-08-22 15:00:19,1230,0.113827,0.157513
2019-08-22 15:00:32,1240,0.12268,0.125999
2019-08-22 15:00:45,1250,0.137196,0.17429
2019-08-22 15:00:57,1260,0.151667,0.157172
2019-08-22 15:01:10,1270,0.156229,0.142781
2019-08-22 15:01:22,1280,0.134224,0.136098
2019-08-22 15:01:35,1290,0.156156,0.128508
2019-08-22 15:01:48,1300,0.120288,0.134954
2019-08-22 15:02:00,1310,0.143247,0.131471
2019-08-22 15:02:13,1320,0.132232,0.141435
2019-08-22 15:02:28,1330,0.131146,0.143753
2019-08-22 15:02:40,1340,0.150254,0.147211
2019-08-22 15:02:52,1350,0.138776,0.140438
2019-08-22 15:03:04,1360,0.153537,0.148666
2019-08-22 15:03:16,1370,0.129347,0.106633
2019-08-22 15:03:28,1380,0.153648,0.114475
2019-08-22 15:03:41,1390,0.156383,0.143413
2019-08-22 15:04:07,1400,0.147264,0.13563
2019-08-22 15:04:19,1410,0.140102,0.155888
2019-08-22 15:04:32,1420,0.143473,0.151843
2019-08-22 15:04:44,1430,0.107738,0.108337
2019-08-22 15:04:55,1440,0.112955,0.150296
2019-08-22 15:05:07,1450,0.15846,0.161084
2019-08-22 15:05:18,1460,0.127737,0.131663
2019-08-22 15:05:30,1470,0.12053,0.133811
2019-08-22 15:05:41,1480,0.13028,0.146283
2019-08-22 15:05:53,1490,0.14197,0.124112
2019-08-22 15:06:04,1500,0.117622,0.119314
2019-08-22 15:06:16,1510,0.143275,0.151923
2019-08-22 15:06:27,1520,0.11894,0.152173
2019-08-22 15:06:39,1530,0.124452,0.165921
2019-08-22 15:06:50,1540,0.116277,0.122421
2019-08-22 15:07:02,1550,0.126852,0.142448
2019-08-22 15:07:13,1560,0.16352,0.134693
2019-08-22 15:07:25,1570,0.143474,0.121357
2019-08-22 15:07:36,1580,0.125748,0.0985369
2019-08-22 15:07:49,1590,0.14273,0.142438
2019-08-22 15:08:01,1600,0.138607,0.171981
2019-08-22 15:08:13,1610,0.117071,0.112983
2019-08-22 15:08:25,1620,0.127081,0.115352
2019-08-22 15:08:38,1630,0.140444,0.149227
2019-08-22 15:08:50,1640,0.171841,0.140405
2019-08-22 15:09:02,1650,0.163382,0.153693
2019-08-22 15:09:15,1660,0.150384,0.159525
2019-08-22 15:09:27,1670,0.130917,0.131624
2019-08-22 15:09:39,1680,0.139276,0.152463
2019-08-22 15:09:51,1690,0.137617,0.122085
2019-08-22 15:10:04,1700,0.160184,0.175528
2019-08-22 15:10:16,1710,0.130305,0.151297
2019-08-22 15:10:28,1720,0.132242,0.158188
2019-08-22 15:10:41,1730,0.157783,0.153361
2019-08-22 15:10:53,1740,0.163508,0.154806
2019-08-22 15:11:05,1750,0.123973,0.148655
2019-08-22 15:11:17,1760,0.169057,0.106514
2019-08-22 15:11:30,1770,0.148615,0.131043
2019-08-22 15:11:42,1780,0.163721,0.165782
2019-08-22 15:11:54,1790,0.102184,0.152543
2019-08-22 15:12:06,1800,0.12229,0.133187
2019-08-22 15:12:18,1810,0.139765,0.137278
2019-08-22 15:12:31,1820,0.134708,0.146058
2019-08-22 15:12:43,1830,0.161281,0.168064
2019-08-22 15:12:55,1840,0.166365,0.125839
2019-08-22 15:13:07,1850,0.174425,0.127525
2019-08-22 15:13:20,1860,0.11269,0.133167
2019-08-22 15:13:32,1870,0.126766,0.106648
2019-08-22 15:13:45,1880,0.133696,0.129935
2019-08-22 15:13:58,1890,0.116127,0.141324
