sep=,
time,epoch,test_loss,train_loss
2019-07-27 12:46:02,0,0.224769,0.227481
2019-07-27 13:05:08,10,0.164821,0.124359
2019-07-27 13:24:15,20,0.157401,0.128273
2019-07-27 13:43:20,30,0.151838,0.124912
2019-07-27 14:02:26,40,0.142923,0.111212
2019-07-27 14:21:31,50,0.13343,0.0964426
2019-07-27 14:40:38,60,0.126534,0.088967
2019-07-27 14:59:42,70,0.126176,0.0903431
2019-07-27 15:18:49,80,0.118624,0.0736262
2019-07-27 15:37:53,90,0.117066,0.0699403
