sep=,
time,epoch,test_loss,train_loss
2019-09-26 16:32:58,0,0.0137567,0.0137729
2019-09-26 16:35:14,1,0.00559777,0.0028038
2019-09-26 16:37:31,2,0.00561372,0.00277208
2019-09-26 16:39:47,3,0.00555911,0.00266635
2019-09-26 16:42:04,4,0.00476883,0.00197897
2019-09-26 16:44:21,5,0.00315613,0.00073791
2019-09-26 16:46:38,6,0.00283572,0.000568156
2019-09-26 16:48:54,7,0.00249867,0.000258429
2019-09-26 16:51:11,8,0.00264694,0.000204027
2019-09-26 16:53:28,9,0.00207454,0.00015053
2019-09-26 16:55:44,10,0.00173209,0.000186114
2019-09-26 16:58:00,11,0.00225695,0.000861389
2019-09-26 17:00:17,12,0.00129784,9.83276e-05
2019-09-26 17:02:33,13,0.00187402,0.000275014
2019-09-26 17:04:49,14,0.00127995,8.83272e-05
2019-09-26 17:07:06,15,0.00122189,8.24834e-05
2019-09-26 17:09:22,16,0.00131926,7.29128e-05
2019-09-26 17:11:39,17,0.00134572,9.14463e-05
2019-09-26 17:13:55,18,0.00144252,8.00484e-05
2019-09-26 17:16:12,19,0.00147555,8.97118e-05
2019-09-26 17:18:28,20,0.00112808,5.81472e-05
2019-09-26 17:20:44,21,0.00132387,7.05576e-05
2019-09-26 17:23:01,22,0.000909358,5.52921e-05
2019-09-26 17:25:18,23,0.000975318,6.20188e-05
2019-09-26 17:27:34,24,0.00100575,0.000130694
2019-09-26 17:29:51,25,0.000923419,4.79569e-05
2019-09-26 17:32:07,26,0.000904776,4.32918e-05
2019-09-26 17:34:24,27,0.000830819,4.71228e-05
2019-09-26 17:36:41,28,0.000781747,4.67297e-05
2019-09-26 17:38:57,29,0.000828881,4.14236e-05
