sep=,
time,epoch,train_loss,test_loss
2019-09-27 12:32:46,0,0.0137817,0.0137743
2019-09-27 12:35:00,1,0.000609876,0.000421643
2019-09-27 12:37:14,2,0.000587826,0.000414957
2019-09-27 12:39:28,3,0.000570681,0.000402336
2019-09-27 12:41:42,4,0.000565494,0.000407627
2019-09-27 12:43:57,5,0.000555812,0.000407066
2019-09-27 12:46:11,6,0.000548391,0.000413576
2019-09-27 12:48:24,7,0.000544438,0.000424533
2019-09-27 12:50:38,8,0.000538482,0.000434226
2019-09-27 12:52:54,9,0.00053905,0.000443071
2019-09-27 12:55:17,10,0.000524321,0.000453013
2019-09-27 12:57:34,11,0.000494852,0.000491868
2019-09-27 12:59:47,12,0.000465882,0.000522634
2019-09-27 13:02:01,13,0.00043821,0.000551267
2019-09-27 13:04:15,14,0.00042914,0.000552085
2019-09-27 13:06:28,15,0.000417173,0.000568992
2019-09-27 13:08:40,16,0.000414593,0.000571771
2019-09-27 13:10:53,17,0.000411283,0.00056912
2019-09-27 13:13:05,18,0.000410487,0.000574891
2019-09-27 13:15:18,19,0.000404666,0.000573768
2019-09-27 13:17:31,20,0.000405821,0.000591247
2019-09-27 13:19:43,21,0.00040079,0.000601707
2019-09-27 13:21:57,22,0.000398005,0.000593709
2019-09-27 13:24:10,23,0.000395806,0.000597686
2019-09-27 13:26:23,24,0.000393593,0.000600407
2019-09-27 13:28:36,25,0.000393174,0.000600733
2019-09-27 13:30:50,26,0.000389149,0.000619184
2019-09-27 13:33:03,27,0.000388636,0.0006121
2019-09-27 13:35:16,28,0.000389747,0.000631891
2019-09-27 13:37:29,29,0.000387468,0.000625088
