sep=,
time,epoch,train_loss,test_loss
2019-09-27 19:34:19,0,0.0136864,0.0136826
2019-09-27 19:36:37,1,0.00156087,0.000870627
2019-09-27 19:38:56,2,0.00105277,0.000627192
2019-09-27 19:41:14,3,0.000659956,0.000367086
2019-09-27 19:43:33,4,0.000468939,0.000243697
2019-09-27 19:45:51,5,0.000396528,0.000188836
2019-09-27 19:48:09,6,0.000352191,0.000155482
2019-09-27 19:50:27,7,0.000328385,0.000135907
2019-09-27 19:52:46,8,0.000285514,9.71631e-05
2019-09-27 19:55:04,9,0.000239003,7.15683e-05
2019-09-27 19:57:22,10,0.000214224,5.66859e-05
2019-09-27 19:59:40,11,0.000192938,6.00815e-05
2019-09-27 20:01:59,12,0.000170606,3.59078e-05
2019-09-27 20:04:17,13,0.000145338,3.47071e-05
2019-09-27 20:06:36,14,0.000130958,2.0664e-05
2019-09-27 20:08:55,15,0.000113581,2.39093e-05
2019-09-27 20:11:13,16,9.53638e-05,1.88264e-05
2019-09-27 20:13:32,17,0.000113068,2.12515e-05
2019-09-27 20:15:50,18,8.24882e-05,1.42883e-05
2019-09-27 20:18:08,19,7.53441e-05,1.21608e-05
2019-09-27 20:20:27,20,6.83007e-05,1.5154e-05
2019-09-27 20:22:45,21,6.16525e-05,1.09994e-05
2019-09-27 20:25:04,22,6.48232e-05,1.12028e-05
2019-09-27 20:27:22,23,5.13545e-05,8.09783e-06
2019-09-27 20:29:40,24,5.17077e-05,6.12586e-06
2019-09-27 20:31:59,25,5.03133e-05,6.21294e-06
2019-09-27 20:34:16,26,5.1556e-05,8.93414e-06
2019-09-27 20:36:35,27,5.31798e-05,9.7258e-06
2019-09-27 20:38:53,28,6.04117e-05,1.37659e-05
2019-09-27 20:41:11,29,4.47197e-05,9.14125e-06
