sep=,
time,epoch,train_loss,test_loss
2019-09-27 17:11:52,0,0.0135248,0.0135242
2019-09-27 17:14:11,1,0.000499638,0.00065409
2019-09-27 17:16:34,2,0.00049032,0.000638994
2019-09-27 17:18:53,3,0.000486371,0.000633879
2019-09-27 17:21:11,4,0.000483302,0.000627403
2019-09-27 17:23:32,5,0.000479834,0.000625302
2019-09-27 17:25:56,6,0.00047781,0.000624992
2019-09-27 17:28:15,7,0.000474501,0.000620976
2019-09-27 17:30:34,8,0.000472918,0.000618365
2019-09-27 17:32:53,9,0.000471011,0.00061796
2019-09-27 17:35:12,10,0.000469231,0.000616072
2019-09-27 17:37:30,11,0.000468092,0.00061385
2019-09-27 17:39:48,12,0.000467704,0.000610834
2019-09-27 17:42:07,13,0.000467366,0.000614429
2019-09-27 17:44:25,14,0.000466038,0.000613188
2019-09-27 17:46:44,15,0.000466744,0.000613497
2019-09-27 17:49:02,16,0.000464123,0.000613438
2019-09-27 17:51:20,17,0.000463733,0.00061158
2019-09-27 17:53:39,18,0.000463418,0.000611156
2019-09-27 17:55:57,19,0.000462907,0.000612495
2019-09-27 17:58:16,20,0.000462805,0.000610991
2019-09-27 18:00:34,21,0.000462203,0.000609838
2019-09-27 18:02:52,22,0.000462281,0.00061082
2019-09-27 18:05:11,23,0.000459655,0.000613007
2019-09-27 18:07:29,24,0.000460284,0.000610414
2019-09-27 18:09:47,25,0.000458411,0.000611656
2019-09-27 18:12:06,26,0.000457595,0.00061058
2019-09-27 18:14:24,27,0.000458614,0.000609971
2019-09-27 18:16:42,28,0.000454918,0.000608743
2019-09-27 18:19:00,29,0.000454739,0.000608818
