sep=,
time,epoch,train_loss,test_loss
2019-09-27 18:23:20,0,0.013401,0.0134145
2019-09-27 18:25:39,1,0.00150875,0.00184032
2019-09-27 18:27:56,2,0.0014859,0.00186907
2019-09-27 18:30:13,3,0.00148431,0.00185179
2019-09-27 18:32:31,4,0.00148757,0.00183415
2019-09-27 18:34:48,5,0.00146029,0.00182124
2019-09-27 18:37:06,6,0.00140932,0.00173785
2019-09-27 18:39:25,7,0.00133296,0.00164763
2019-09-27 18:41:42,8,0.00122069,0.00154458
2019-09-27 18:44:00,9,0.00115634,0.00151996
2019-09-27 18:46:18,10,0.00111602,0.00154967
2019-09-27 18:48:38,11,0.0010828,0.00151211
2019-09-27 18:50:56,12,0.00103989,0.00150492
2019-09-27 18:53:14,13,0.00102277,0.0014947
2019-09-27 18:55:32,14,0.00101515,0.00149655
2019-09-27 18:57:49,15,0.00100767,0.00149913
2019-09-27 19:00:07,16,0.000976208,0.00149569
2019-09-27 19:02:25,17,0.000963572,0.00149956
2019-09-27 19:04:43,18,0.000965094,0.00149758
2019-09-27 19:07:01,19,0.000933747,0.00151705
2019-09-27 19:09:19,20,0.000922061,0.00150795
2019-09-27 19:11:37,21,0.000919262,0.0015354
2019-09-27 19:13:55,22,0.00090113,0.00153314
2019-09-27 19:16:13,23,0.000879106,0.00154065
2019-09-27 19:18:31,24,0.000873784,0.00154966
2019-09-27 19:20:48,25,0.000853408,0.00154964
2019-09-27 19:23:06,26,0.000847299,0.00152564
2019-09-27 19:25:24,27,0.000816892,0.0015662
2019-09-27 19:27:42,28,0.000788544,0.00155478
2019-09-27 19:30:00,29,0.000771061,0.0015732
