sep=,
time,epoch,train_loss,test_loss
2019-09-28 00:16:07,0,0.0140114,0.0141333
2019-09-28 00:18:26,1,0.00510263,0.00376286
2019-09-28 00:20:44,2,0.00346339,0.00304699
2019-09-28 00:23:03,3,0.00244088,0.00200646
2019-09-28 00:25:22,4,0.00195192,0.00163541
2019-09-28 00:27:40,5,0.00160801,0.00135627
2019-09-28 00:29:58,6,0.00129167,0.00114597
2019-09-28 00:32:17,7,0.0011166,0.00106986
2019-09-28 00:34:35,8,0.00100157,0.00102951
2019-09-28 00:36:54,9,0.000897359,0.000970329
2019-09-28 00:39:12,10,0.000873312,0.000997086
2019-09-28 00:41:31,11,0.000814527,0.000931557
2019-09-28 00:43:49,12,0.000786425,0.00091877
2019-09-28 07:21:07,13,0.00070877,0.000733134
2019-09-28 07:23:27,14,0.000667089,0.00076012
2019-09-28 07:25:46,15,0.000627413,0.000678518
2019-09-28 07:28:04,16,0.000624925,0.000671725
2019-09-28 07:30:23,17,0.000581066,0.000525409
2019-09-28 07:32:41,18,0.000574244,0.000543484
2019-09-28 07:35:00,19,0.000575296,0.000551977
2019-09-28 07:37:18,20,0.000523842,0.000380574
2019-09-28 07:39:36,21,0.000530454,0.000412235
2019-09-28 07:41:55,22,0.000507201,0.000436543
2019-09-28 07:44:13,23,0.000497092,0.000407327
2019-09-28 07:46:31,24,0.000460382,0.000336193
2019-09-28 07:48:50,25,0.000470267,0.000388853
2019-09-28 07:51:08,26,0.000446836,0.000308133
2019-09-28 07:53:26,27,0.000424255,0.000324978
2019-09-28 07:55:45,28,0.000405846,0.000340835
2019-09-28 07:58:03,29,0.00041031,0.000289007
