sep=,
time,epoch,train_loss,test_loss
2019-09-28 10:30:34,0,0.0137288,0.0137384
2019-09-28 10:32:58,1,7.67431e-05,2.02128e-05
2019-09-28 10:35:23,2,7.16261e-05,2.00867e-05
2019-09-28 10:37:48,3,6.85953e-05,1.97649e-05
2019-09-28 10:40:11,4,6.58988e-05,1.96443e-05
2019-09-28 10:42:34,5,6.31884e-05,1.91041e-05
2019-09-28 10:44:58,6,6.05161e-05,1.87528e-05
2019-09-28 10:47:21,7,5.83577e-05,1.8367e-05
2019-09-28 10:49:45,8,5.7163e-05,1.78857e-05
2019-09-28 10:52:09,9,5.59024e-05,1.76382e-05
2019-09-28 10:54:32,10,5.51071e-05,1.72979e-05
2019-09-28 10:56:52,11,5.44323e-05,1.76575e-05
2019-09-28 10:59:14,12,5.38741e-05,1.74079e-05
2019-09-28 11:01:39,13,5.34996e-05,1.69075e-05
2019-09-28 11:04:06,14,5.25387e-05,1.74455e-05
2019-09-28 11:06:30,15,5.26052e-05,1.68544e-05
2019-09-28 11:08:56,16,5.23303e-05,1.73389e-05
2019-09-28 11:11:25,17,5.17781e-05,1.70046e-05
2019-09-28 11:14:16,18,5.11246e-05,1.72267e-05
2019-09-28 11:17:03,19,5.12848e-05,1.79555e-05
2019-09-28 11:19:50,20,5.03232e-05,1.75336e-05
2019-09-28 11:22:40,21,5.06017e-05,1.71296e-05
2019-09-28 11:25:25,22,4.96244e-05,1.70966e-05
2019-09-28 11:28:17,23,4.98649e-05,1.77735e-05
2019-09-28 11:31:07,24,4.90145e-05,1.74396e-05
2019-09-28 11:33:54,25,4.94872e-05,1.71012e-05
2019-09-28 11:36:45,26,4.93508e-05,1.74097e-05
2019-09-28 11:39:39,27,4.88949e-05,1.73104e-05
2019-09-28 11:42:35,28,4.91034e-05,1.66343e-05
2019-09-28 11:45:30,29,4.73493e-05,1.66501e-05
