R1;TN;FP;FN;TP;R2;TN;FP;FN;TP;R3;TN;FP;FN;TP;R4;TN;FP;FN;TP;R5;TN;FP;FN;TP;R6;TN;FP;FN;TP;R7;TN;FP;FN;TP;R8;TN;FP;FN;TP;R9;TN;FP;FN;TP;model_name;
R1;45449;311;138;737;R2;33911;754;228;11742;R3;37773;1463;96;7303;R4;45657;359;169;450;R5;45496;137;273;729;R6;44288;148;78;2121;R7;46635;0;0;0;R8;46494;4;129;8;R9;46512;10;75;38;data\trainings_results\models\All_Rules_DL_presep\All_Rules_DL_presep_hlc2_hls624_opti_ADAM_lossf_BCEL_lr_0_000100.pt
