R1;TN;FP;FN;TP;R2;TN;FP;FN;TP;R3;TN;FP;FN;TP;R4;TN;FP;FN;TP;R5;TN;FP;FN;TP;R6;TN;FP;FN;TP;R7;TN;FP;FN;TP;R8;TN;FP;FN;TP;R9;TN;FP;FN;TP;model_name;
R1;45241;519;104;771;R2;33736;929;820;11150;R3;38026;1210;219;7180;R4;45605;411;155;464;R5;45568;65;430;572;R6;43994;442;227;1972;R7;46635;0;0;0;R8;46498;0;137;0;R9;46506;16;113;0;data\trainings_results\models\All_Rules_ZL_presep\All_Rules_ZL_presep_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
