R1;TN;FP;FN;TP;R2;TN;FP;FN;TP;R3;TN;FP;FN;TP;R4;TN;FP;FN;TP;R5;TN;FP;FN;TP;R6;TN;FP;FN;TP;R7;TN;FP;FN;TP;R8;TN;FP;FN;TP;R9;TN;FP;FN;TP;model_name;
R1;45629;131;116;759;R2;34419;246;332;11638;R3;38318;918;155;7244;R4;45481;535;117;502;R5;45538;95;343;659;R6;44219;217;143;2056;R7;46635;0;0;0;R8;46494;4;121;16;R9;46514;8;68;45;data\trainings_results\models\All_Rules_FF_presep\All_Rules_FF_presep_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
