TP;TN;FN;FP;
3893;692;544;42573;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_20.pt
3899;686;541;42576;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_21.pt
3882;703;542;42575;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_22.pt
3904;681;544;42573;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_23.pt
3896;689;547;42570;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_24.pt
3917;668;545;42572;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_25.pt
3987;598;544;42573;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_26.pt
4187;398;549;42568;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_27.pt
4354;231;642;42475;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_28.pt
4447;138;645;42472;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_29.pt
3615;970;595;42522;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_3.pt
3608;977;574;42543;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_4.pt
3820;765;566;42551;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_5.pt
3863;722;549;42568;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_6.pt
3828;757;625;42492;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_7.pt
3854;731;551;42566;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_8.pt
3880;705;547;42570;data\trainings_results\models\R2a_evaluate_fux_rules_from_two_sides_rule_targets\R2a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_9.pt
