TP;TN;FN;FP;
132;696;400;46474;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\017_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
177;651;517;46357;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\018_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
198;630;465;46409;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\019_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
230;598;600;46274;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\020_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
246;582;509;46365;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\021_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
260;568;485;46389;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\022_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
296;532;709;46165;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\023_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
287;541;435;46439;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\024_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
297;531;636;46238;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\025_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
353;475;848;46026;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\026_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
304;524;445;46429;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\027_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
384;444;833;46041;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\028_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
366;462;628;46246;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\029_epoch_R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
387;441;840;46034;data\trainings_results\models\R5a_evaluate_fux_rules_from_two_sides_rule_targets\R5a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
