R1;TN;FP;FN;TP;R2;TN;FP;FN;TP;R3;TN;FP;FN;TP;R4;TN;FP;FN;TP;R5;TN;FP;FN;TP;R6;TN;FP;FN;TP;R7;TN;FP;FN;TP;R8;TN;FP;FN;TP;R9;TN;FP;FN;TP;model_name;
R1;46808;8;140;746;R2;36742;71;61;10828;R3;40489;35;100;7078;R4;46999;14;36;653;R5;46539;75;100;988;R6;45316;122;66;2198;R7;47702;0;0;0;R8;47649;1;10;42;R9;47536;38;16;112;data\trainings_results\models\All_Rules_FF_postsep\All_Rules_FF_postsep_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
