R1;TN;FP;FN;TP;R2;TN;FP;FN;TP;R3;TN;FP;FN;TP;R4;TN;FP;FN;TP;R5;TN;FP;FN;TP;R6;TN;FP;FN;TP;R7;TN;FP;FN;TP;R8;TN;FP;FN;TP;R9;TN;FP;FN;TP;model_name;
R1;46807;9;144;742;R2;36747;66;158;10731;R3;40421;103;79;7099;R4;46973;40;93;596;R5;46553;61;130;958;R6;45298;140;50;2214;R7;47702;0;0;0;R8;47634;16;12;40;R9;47543;31;29;99;data\trainings_results\models\All_Rules_DL_postsep\All_Rules_DL_postsep_hlc2_hls624_opti_ADAM_lossf_BCEL_lr_0_000100.pt
