R1;TN;FP;FN;TP;R2;TN;FP;FN;TP;R3;TN;FP;FN;TP;R4;TN;FP;FN;TP;R5;TN;FP;FN;TP;R6;TN;FP;FN;TP;R7;TN;FP;FN;TP;R8;TN;FP;FN;TP;R9;TN;FP;FN;TP;model_name;
R1;46812;4;229;657;R2;36754;59;114;10775;R3;40479;45;198;6980;R4;46972;41;100;589;R5;46476;138;152;936;R6;45325;113;276;1988;R7;47702;0;0;0;R8;47648;2;22;30;R9;47568;6;100;28;data\trainings_results\models\All_Rules_ZL_postsep\All_Rules_ZL_postsep_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
